movie_title,genre,release_date,year,runtime,rating,number_of_voters,approval_index,budget,domestic_revenue,international_revenue,difference_of_revenue,indicator
Christopher Robin (2018),Adventure,8/3/2018,2018,104,7.2,79505,5.845540154,75000000,99215042,197744377,221959419,Profit
Christopher Robin (2018),Comedy,8/3/2018,2018,104,7.2,79505,5.845540154,75000000,99215042,197744377,221959419,Profit
Christopher Robin (2018),Drama,8/3/2018,2018,104,7.2,79505,5.845540154,75000000,99215042,197744377,221959419,Profit
Crazy Rich Asians (2018),Comedy,8/15/2018,2018,120,6.9,175966,5.999810691,30000000,174532921,237814149,382347070,Profit
Crazy Rich Asians (2018),Drama,8/15/2018,2018,120,6.9,175966,5.999810691,30000000,174532921,237814149,382347070,Profit
Crazy Rich Asians (2018),Romance,8/15/2018,2018,120,6.9,175966,5.999810691,30000000,174532921,237814149,382347070,Profit
Creed II (2018),Action,11/21/2018,2018,130,7.1,128809,6.014576657,50000000,115715889,213591522,279307411,Profit
Creed II (2018),Drama,11/21/2018,2018,130,7.1,128809,6.014576657,50000000,115715889,213591522,279307411,Profit
Creed II (2018),Sport,11/21/2018,2018,130,7.1,128809,6.014576657,50000000,115715889,213591522,279307411,Profit
Deadpool 2 (2018),Action,5/11/2018,2018,119,7.7,590051,7.396178252,110000000,324591735,786362370,1000954105,Profit
Deadpool 2 (2018),Adventure,5/11/2018,2018,119,7.7,590051,7.396178252,110000000,324591735,786362370,1000954105,Profit
Deadpool 2 (2018),Comedy,5/11/2018,2018,119,7.7,590051,7.396178252,110000000,324591735,786362370,1000954105,Profit
Death Wish (2018),Action,3/2/2018,2018,107,6.3,73250,5.060387169,30000000,34017028,48575965,52592993,Profit
Death Wish (2018),Crime,3/2/2018,2018,107,6.3,73250,5.060387169,30000000,34017028,48575965,52592993,Profit
Death Wish (2018),Drama,3/2/2018,2018,107,6.3,73250,5.060387169,30000000,34017028,48575965,52592993,Profit
Den of Thieves (2018),Action,1/19/2018,2018,140,7,114811,5.868757266,30000000,44947622,80147166,95094788,Profit
Den of Thieves (2018),Crime,1/19/2018,2018,140,7,114811,5.868757266,30000000,44947622,80147166,95094788,Profit
Den of Thieves (2018),Drama,1/19/2018,2018,140,7,114811,5.868757266,30000000,44947622,80147166,95094788,Profit
Destroyer (2018),Action,12/25/2018,2018,121,6.2,30247,4.574501122,9000000,1533324,5865489,-1601187,Loss
Destroyer (2018),Crime,12/25/2018,2018,121,6.2,30247,4.574501122,9000000,1533324,5865489,-1601187,Loss
Destroyer (2018),Drama,12/25/2018,2018,121,6.2,30247,4.574501122,9000000,1533324,5865489,-1601187,Loss
Dog Days (2018),Comedy,8/8/2018,2018,113,6.2,5157,3.767525014,10000000,6809080,8196226,5005306,Profit
Dog Days (2018),Drama,8/8/2018,2018,113,6.2,5157,3.767525014,10000000,6809080,8196226,5005306,Profit
Dog Days (2018),Romance,8/8/2018,2018,113,6.2,5157,3.767525014,10000000,6809080,8196226,5005306,Profit
Dragon Ball Super: Broly (2018),Action,12/14/2018,2018,100,7.7,28651,5.682418611,8500000,30376755,122747755,144624510,Profit
Dragon Ball Super: Broly (2018),Adventure,12/14/2018,2018,100,7.7,28651,5.682418611,8500000,30376755,122747755,144624510,Profit
Dragon Ball Super: Broly (2018),Animation,12/14/2018,2018,100,7.7,28651,5.682418611,8500000,30376755,122747755,144624510,Profit
Early Man (2018),Adventure,1/26/2018,2018,89,6.1,22663,4.369038118,50000000,8267544,45285890,3553434,Profit
Early Man (2018),Animation,1/26/2018,2018,89,6.1,22663,4.369038118,50000000,8267544,45285890,3553434,Profit
Early Man (2018),Comedy,1/26/2018,2018,89,6.1,22663,4.369038118,50000000,8267544,45285890,3553434,Profit
Eighth Grade (2018),Comedy,7/13/2018,2018,93,7.4,77376,5.99679988,2000000,13539710,14348020,25887730,Profit
Eighth Grade (2018),Drama,7/13/2018,2018,93,7.4,77376,5.99679988,2000000,13539710,14348020,25887730,Profit
Every Day (2018),Drama,2/23/2018,2018,97,6.4,22253,4.581795455,4900000,6112914,12826031,14038945,Profit
Every Day (2018),Fantasy,2/23/2018,2018,97,6.4,22253,4.581795455,4900000,6112914,12826031,14038945,Profit
Every Day (2018),Romance,2/23/2018,2018,97,6.4,22253,4.581795455,4900000,6112914,12826031,14038945,Profit
Fahrenheit 11/9 (2018),Documentary,9/21/2018,2018,128,7.1,19741,5.034777508,5000000,6352306,6653715,8006021,Profit
Fantastic Beasts: The Crimes of Grindelwald (2018),Adventure,11/14/2018,2018,134,6.5,287829,5.879682717,200000000,159555901,648455339,608011240,Profit
Fantastic Beasts: The Crimes of Grindelwald (2018),Family,11/14/2018,2018,134,6.5,287829,5.879682717,200000000,159555901,648455339,608011240,Profit
Fantastic Beasts: The Crimes of Grindelwald (2018),Fantasy,11/14/2018,2018,134,6.5,287829,5.879682717,200000000,159555901,648455339,608011240,Profit
Fifty Shades Freed (2018),Drama,2/7/2018,2018,105,4.5,67603,3.550335047,55000000,100407760,371985018,417392778,Profit
Fifty Shades Freed (2018),Romance,2/7/2018,2018,105,4.5,67603,3.550335047,55000000,100407760,371985018,417392778,Profit
Fifty Shades Freed (2018),Thriller,2/7/2018,2018,105,4.5,67603,3.550335047,55000000,100407760,371985018,417392778,Profit
First Man (2018),Biography,10/10/2018,2018,141,7.3,191230,6.399947161,60000000,44936545,105523737,90460282,Profit
First Man (2018),Drama,10/10/2018,2018,141,7.3,191230,6.399947161,60000000,44936545,105523737,90460282,Profit
First Man (2018),History,10/10/2018,2018,141,7.3,191230,6.399947161,60000000,44936545,105523737,90460282,Profit
Forever My Girl (2018),Comedy,1/19/2018,2018,108,6.6,18399,4.636745386,3500000,16376066,16376066,29252132,Profit
Forever My Girl (2018),Drama,1/19/2018,2018,108,6.6,18399,4.636745386,3500000,16376066,16376066,29252132,Profit
Forever My Girl (2018),Music,1/19/2018,2018,108,6.6,18399,4.636745386,3500000,16376066,16376066,29252132,Profit
Game Night (2018),Action,2/23/2018,2018,100,6.9,239003,6.155251227,37000000,69179066,117378084,149557150,Profit
Game Night (2018),Adventure,2/23/2018,2018,100,6.9,239003,6.155251227,37000000,69179066,117378084,149557150,Profit
Game Night (2018),Comedy,2/23/2018,2018,100,6.9,239003,6.155251227,37000000,69179066,117378084,149557150,Profit
Gotti (2018),Biography,6/15/2018,2018,112,4.7,15940,3.21436351,10000000,4286367,6601992,888359,Profit
Gotti (2018),Crime,6/15/2018,2018,112,4.7,15940,3.21436351,10000000,4286367,6601992,888359,Profit
Gotti (2018),Drama,6/15/2018,2018,112,4.7,15940,3.21436351,10000000,4286367,6601992,888359,Profit
Green Book (2018),Biography,11/16/2018,2018,130,8.2,500266,7.785421138,23000000,85080171,319995019,382075190,Profit
Green Book (2018),Comedy,11/16/2018,2018,130,8.2,500266,7.785421138,23000000,85080171,319995019,382075190,Profit
Green Book (2018),Drama,11/16/2018,2018,130,8.2,500266,7.785421138,23000000,85080171,319995019,382075190,Profit
Halloween (2018),Crime,10/17/2018,2018,106,6.5,157725,5.592016003,10000000,159366015,255416089,404782104,Profit
Halloween (2018),Horror,10/17/2018,2018,106,6.5,157725,5.592016003,10000000,159366015,255416089,404782104,Profit
Halloween (2018),Thriller,10/17/2018,2018,106,6.5,157725,5.592016003,10000000,159366015,255416089,404782104,Profit
Hearts Beat Loud (2018),Comedy,6/8/2018,2018,97,6.9,11186,4.600866165,2000000,2386254,2469510,2855764,Profit
Hearts Beat Loud (2018),Drama,6/8/2018,2018,97,6.9,11186,4.600866165,2000000,2386254,2469510,2855764,Profit
Hearts Beat Loud (2018),Music,6/8/2018,2018,97,6.9,11186,4.600866165,2000000,2386254,2469510,2855764,Profit
Hell Fest (2018),Horror,9/27/2018,2018,89,5.5,17858,3.829905951,5500000,11107431,18294883,23902314,Profit
Hell Fest (2018),Thriller,9/27/2018,2018,89,5.5,17858,3.829905951,5500000,11107431,18294883,23902314,Profit
Hereditary (2018),Drama,6/1/2018,2018,127,7.3,326958,6.688022381,10000000,44069456,81263489,115332945,Profit
Hereditary (2018),Horror,6/1/2018,2018,127,7.3,326958,6.688022381,10000000,44069456,81263489,115332945,Profit
Hereditary (2018),Mystery,6/1/2018,2018,127,7.3,326958,6.688022381,10000000,44069456,81263489,115332945,Profit
Higher Power (2018),Action,5/11/2018,2018,93,4.4,3644,2.523031681,500000,528,528,-498944,Loss
Higher Power (2018),Adventure,5/11/2018,2018,93,4.4,3644,2.523031681,500000,528,528,-498944,Loss
Higher Power (2018),Sci-Fi,5/11/2018,2018,93,4.4,3644,2.523031681,500000,528,528,-498944,Loss
Holmes & Watson (2018),Comedy,12/20/2018,2018,90,3.9,37409,2.889583978,42000000,30568743,41926605,30495348,Profit
Holmes & Watson (2018),Crime,12/20/2018,2018,90,3.9,37409,2.889583978,42000000,30568743,41926605,30495348,Profit
Holmes & Watson (2018),Mystery,12/20/2018,2018,90,3.9,37409,2.889583978,42000000,30568743,41926605,30495348,Profit
Hotel Artemis (2018),Action,6/7/2018,2018,94,6.1,54760,4.76498845,15000000,6708137,13316627,5024764,Profit
Hotel Artemis (2018),Crime,6/7/2018,2018,94,6.1,54760,4.76498845,15000000,6708137,13316627,5024764,Profit
Hotel Artemis (2018),Drama,6/7/2018,2018,94,6.1,54760,4.76498845,15000000,6708137,13316627,5024764,Profit
Hotel Transylvania 3: Summer Vacation (2018),Adventure,6/22/2018,2018,97,6.3,76505,5.080540158,65000000,167500092,527706567,630206659,Profit
Hotel Transylvania 3: Summer Vacation (2018),Animation,6/22/2018,2018,97,6.3,76505,5.080540158,65000000,167500092,527706567,630206659,Profit
Hotel Transylvania 3: Summer Vacation (2018),Comedy,6/22/2018,2018,97,6.3,76505,5.080540158,65000000,167500092,527706567,630206659,Profit
Hunter Killer (2018),Action,10/19/2018,2018,121,6.6,65365,5.252330433,40000000,15767460,29312121,5079581,Profit
Hunter Killer (2018),Thriller,10/19/2018,2018,121,6.6,65365,5.252330433,40000000,15767460,29312121,5079581,Profit
I Can Only Imagine (2018),Biography,3/16/2018,2018,110,7.3,16670,5.089499393,7000000,83482352,85783567,162265919,Profit
I Can Only Imagine (2018),Drama,3/16/2018,2018,110,7.3,16670,5.089499393,7000000,83482352,85783567,162265919,Profit
I Can Only Imagine (2018),Family,3/16/2018,2018,110,7.3,16670,5.089499393,7000000,83482352,85783567,162265919,Profit
I Feel Pretty (2018),Comedy,4/20/2018,2018,110,5.6,54828,4.364121303,32000000,48795601,91444095,108239696,Profit
I Feel Pretty (2018),Romance,4/20/2018,2018,110,5.6,54828,4.364121303,32000000,48795601,91444095,108239696,Profit
If Beale Street Could Talk (2018),Drama,12/14/2018,2018,119,7.1,49829,5.518451818,12000000,14915773,21398371,24314144,Profit
If Beale Street Could Talk (2018),Romance,12/14/2018,2018,119,7.1,49829,5.518451818,12000000,14915773,21398371,24314144,Profit
Incredibles 2 (2018),Action,6/15/2018,2018,118,7.6,301929,6.923757977,200000000,608581744,1242805359,1651387103,Profit
Incredibles 2 (2018),Adventure,6/15/2018,2018,118,7.6,301929,6.923757977,200000000,608581744,1242805359,1651387103,Profit
Incredibles 2 (2018),Animation,6/15/2018,2018,118,7.6,301929,6.923757977,200000000,608581744,1242805359,1651387103,Profit
Indivisible (2018),Drama,10/26/2018,2018,119,5.8,1287,2.923627299,2700000,3511417,3589633,4401050,Profit
Indivisible (2018),War,10/26/2018,2018,119,5.8,1287,2.923627299,2700000,3511417,3589633,4401050,Profit
Insidious: The Last Key (2018),Horror,1/3/2018,2018,103,5.7,62287,4.497898521,10000000,67745330,172811971,230557301,Profit
Insidious: The Last Key (2018),Mystery,1/3/2018,2018,103,5.7,62287,4.497898521,10000000,67745330,172811971,230557301,Profit
Insidious: The Last Key (2018),Thriller,1/3/2018,2018,103,5.7,62287,4.497898521,10000000,67745330,172811971,230557301,Profit
Instant Family (2018),Comedy,11/16/2018,2018,118,7.3,109741,6.101667603,48000000,67363237,119736188,139099425,Profit
Instant Family (2018),Drama,11/16/2018,2018,118,7.3,109741,6.101667603,48000000,67363237,119736188,139099425,Profit
Johnny English Strikes Again (2018),Action,9/13/2018,2018,89,6.2,76105,4.995412861,30000000,4412170,159369278,133781448,Profit
Johnny English Strikes Again (2018),Adventure,9/13/2018,2018,89,6.2,76105,4.995412861,30000000,4412170,159369278,133781448,Profit
Johnny English Strikes Again (2018),Comedy,9/13/2018,2018,89,6.2,76105,4.995412861,30000000,4412170,159369278,133781448,Profit
"Juliet, Naked (2018)",Comedy,8/17/2018,2018,97,6.6,23288,4.751172062,6000000,3444895,5767158,3212053,Profit
"Juliet, Naked (2018)",Drama,8/17/2018,2018,97,6.6,23288,4.751172062,6000000,3444895,5767158,3212053,Profit
"Juliet, Naked (2018)",Music,8/17/2018,2018,97,6.6,23288,4.751172062,6000000,3444895,5767158,3212053,Profit
Jurassic World: Fallen Kingdom (2018),Action,6/6/2018,2018,128,6.1,321196,5.558971046,170000000,417719760,1308323302,1556043062,Profit
Jurassic World: Fallen Kingdom (2018),Adventure,6/6/2018,2018,128,6.1,321196,5.558971046,170000000,417719760,1308323302,1556043062,Profit
Jurassic World: Fallen Kingdom (2018),Sci-Fi,6/6/2018,2018,128,6.1,321196,5.558971046,170000000,417719760,1308323302,1556043062,Profit
Kin (2018),Action,8/29/2018,2018,102,5.8,17573,4.039135275,30000000,5718096,10383524,-13898380,Loss
Kin (2018),Drama,8/29/2018,2018,102,5.8,17573,4.039135275,30000000,5718096,10383524,-13898380,Loss
Kin (2018),Sci-Fi,8/29/2018,2018,102,5.8,17573,4.039135275,30000000,5718096,10383524,-13898380,Loss
Life Itself (2018),Drama,9/21/2018,2018,117,6.8,22699,4.886325161,10000000,4095431,7960474,2055905,Profit
Life Itself (2018),Romance,9/21/2018,2018,117,6.8,22699,4.886325161,10000000,4095431,7960474,2055905,Profit
Life of the Party (2018),Comedy,5/10/2018,2018,105,5.6,37818,4.211090349,30000000,53059911,65859911,88919822,Profit
Life of the Party (2018),Drama,5/10/2018,2018,105,5.6,37818,4.211090349,30000000,53059911,65859911,88919822,Profit
London Fields (2018),Crime,9/20/2018,2018,118,3.9,11380,2.548106488,8000000,252676,433732,-7313592,Loss
London Fields (2018),Mystery,9/20/2018,2018,118,3.9,11380,2.548106488,8000000,252676,433732,-7313592,Loss
London Fields (2018),Thriller,9/20/2018,2018,118,3.9,11380,2.548106488,8000000,252676,433732,-7313592,Loss
"Love, Simon (2018)",Comedy,3/16/2018,2018,110,7.5,117188,6.30867842,10000000,40826341,65520633,96346974,Profit
"Love, Simon (2018)",Drama,3/16/2018,2018,110,7.5,117188,6.30867842,10000000,40826341,65520633,96346974,Profit
"Love, Simon (2018)",Romance,3/16/2018,2018,110,7.5,117188,6.30867842,10000000,40826341,65520633,96346974,Profit
Mandy (2018),Action,9/14/2018,2018,121,6.5,81513,5.276335558,6000000,1233694,1474224,-3292082,Loss
Mandy (2018),Fantasy,9/14/2018,2018,121,6.5,81513,5.276335558,6000000,1233694,1474224,-3292082,Loss
Mandy (2018),Horror,9/14/2018,2018,121,6.5,81513,5.276335558,6000000,1233694,1474224,-3292082,Loss
Mary Poppins Returns (2018),Adventure,12/19/2018,2018,130,6.7,89953,5.491308726,130000000,171958438,348901032,390859470,Profit
Mary Poppins Returns (2018),Comedy,12/19/2018,2018,130,6.7,89953,5.491308726,130000000,171958438,348901032,390859470,Profit
Mary Poppins Returns (2018),Family,12/19/2018,2018,130,6.7,89953,5.491308726,130000000,171958438,348901032,390859470,Profit
Mary Queen of Scots (2018),Biography,12/7/2018,2018,124,6.3,51848,4.900211248,25000000,16648499,48481754,40130253,Profit
Mary Queen of Scots (2018),Drama,12/7/2018,2018,124,6.3,51848,4.900211248,25000000,16648499,48481754,40130253,Profit
Mary Queen of Scots (2018),History,12/7/2018,2018,124,6.3,51848,4.900211248,25000000,16648499,48481754,40130253,Profit
Maze Runner: The Death Cure (2018),Action,1/17/2018,2018,143,6.2,144662,5.288401651,61000000,58032443,265878536,262910979,Profit
Maze Runner: The Death Cure (2018),Adventure,1/17/2018,2018,143,6.2,144662,5.288401651,61000000,58032443,265878536,262910979,Profit
Maze Runner: The Death Cure (2018),Sci-Fi,1/17/2018,2018,143,6.2,144662,5.288401651,61000000,58032443,265878536,262910979,Profit
Midnight Sun (2018),Drama,3/22/2018,2018,91,6.6,32544,4.913678981,2800000,9561064,26952508,33713572,Profit
Midnight Sun (2018),Romance,3/22/2018,2018,91,6.6,32544,4.913678981,2800000,9561064,26952508,33713572,Profit
Mile 22 (2018),Action,8/17/2018,2018,94,6.1,81639,4.944218655,35000000,36108758,66295121,67403879,Profit
Mile 22 (2018),Thriller,8/17/2018,2018,94,6.1,81639,4.944218655,35000000,36108758,66295121,67403879,Profit
Mortal Engines (2018),Action,12/5/2018,2018,128,6.1,128790,5.148819531,100000000,15951040,85481904,1432944,Profit
Mortal Engines (2018),Adventure,12/5/2018,2018,128,6.1,128790,5.148819531,100000000,15951040,85481904,1432944,Profit
Mortal Engines (2018),Fantasy,12/5/2018,2018,128,6.1,128790,5.148819531,100000000,15951040,85481904,1432944,Profit
Night School (2018),Comedy,9/26/2018,2018,111,5.6,41792,4.25225934,29000000,77339130,104145633,152484763,Profit
On the Basis of Sex (2018),Biography,11/23/2018,2018,120,7.1,35348,5.339088765,20000000,24704837,38794346,43499183,Profit
On the Basis of Sex (2018),Drama,11/23/2018,2018,120,7.1,35348,5.339088765,20000000,24704837,38794346,43499183,Profit
Operation Finale (2018),Biography,8/29/2018,2018,122,6.6,43855,5.058530081,20000000,17612099,17612099,15224198,Profit
Operation Finale (2018),Drama,8/29/2018,2018,122,6.6,43855,5.058530081,20000000,17612099,17612099,15224198,Profit
Operation Finale (2018),History,8/29/2018,2018,122,6.6,43855,5.058530081,20000000,17612099,17612099,15224198,Profit
Overboard (2018),Comedy,5/4/2018,2018,112,6,39291,4.538166827,12000000,50316123,91244913,129561036,Profit
Overboard (2018),Romance,5/4/2018,2018,112,6,39291,4.538166827,12000000,50316123,91244913,129561036,Profit
Overlord (2018),Action,11/3/2018,2018,110,6.6,100968,5.463475522,38000000,21704844,39178189,22883033,Profit
Overlord (2018),Horror,11/3/2018,2018,110,6.6,100968,5.463475522,38000000,21704844,39178189,22883033,Profit
Overlord (2018),Sci-Fi,11/3/2018,2018,110,6.6,100968,5.463475522,38000000,21704844,39178189,22883033,Profit
Pacific Rim: Uprising (2018),Action,3/16/2018,2018,111,5.6,119459,4.684991451,155000000,59874525,290930148,195804673,Profit
Pacific Rim: Uprising (2018),Adventure,3/16/2018,2018,111,5.6,119459,4.684991451,155000000,59874525,290930148,195804673,Profit
Pacific Rim: Uprising (2018),Fantasy,3/16/2018,2018,111,5.6,119459,4.684991451,155000000,59874525,290930148,195804673,Profit
"Paul, Apostle of Christ (2018)",Adventure,3/22/2018,2018,108,6.6,8871,4.282499099,5000000,17547999,26078500,38626499,Profit
"Paul, Apostle of Christ (2018)",Biography,3/22/2018,2018,108,6.6,8871,4.282499099,5000000,17547999,26078500,38626499,Profit
"Paul, Apostle of Christ (2018)",Drama,3/22/2018,2018,108,6.6,8871,4.282499099,5000000,17547999,26078500,38626499,Profit
Peppermint (2018),Action,9/7/2018,2018,101,6.5,66374,5.178078136,25000000,35418723,51800758,62219481,Profit
Peppermint (2018),Thriller,9/7/2018,2018,101,6.5,66374,5.178078136,25000000,35418723,51800758,62219481,Profit
Peter Rabbit (2018),Adventure,2/8/2018,2018,95,6.6,44204,5.062379177,50000000,115234093,346727372,411961465,Profit
Peter Rabbit (2018),Comedy,2/8/2018,2018,95,6.6,44204,5.062379177,50000000,115234093,346727372,411961465,Profit
Peter Rabbit (2018),Crime,2/8/2018,2018,95,6.6,44204,5.062379177,50000000,115234093,346727372,411961465,Profit
