movie_title,genre,release_date,year,runtime,rating,number_of_voters,approval_index,budget,domestic_revenue,international_revenue,difference_of_revenue,indicator
Alex & Emma (2003),Romance,6/20/2003,2003,96,5.5,13625,3.72042629,30000000,14208384,15358583,-433033,Loss
All the Real Girls (2003),Drama,2/14/2003,2003,108,6.7,10836,4.448016075,1000000,549666,703020,252686,Profit
All the Real Girls (2003),Romance,2/14/2003,2003,108,6.7,10836,4.448016075,1000000,549666,703020,252686,Profit
American Splendor (2003),Biography,8/15/2003,2003,101,7.4,50584,5.765383695,2000000,6003587,8685632,12689219,Profit
American Splendor (2003),Comedy,8/15/2003,2003,101,7.4,50584,5.765383695,2000000,6003587,8685632,12689219,Profit
American Splendor (2003),Drama,8/15/2003,2003,101,7.4,50584,5.765383695,2000000,6003587,8685632,12689219,Profit
American Wedding (2003),Comedy,8/1/2003,2003,96,6.3,209071,5.546528198,55000000,104354205,232354205,281708410,Profit
Anger Management (2003),Comedy,4/11/2003,2003,106,6.2,218856,5.477260594,56000000,135560942,195484552,275045494,Profit
Anything Else (2003),Comedy,9/19/2003,2003,108,6.3,31600,4.670693495,18000000,3203044,13203044,-1593912,Loss
Anything Else (2003),Romance,9/19/2003,2003,108,6.3,31600,4.670693495,18000000,3203044,13203044,-1593912,Loss
Bad Boys II (2003),Action,7/18/2003,2003,147,6.6,254705,5.912798325,130000000,138540870,273271982,281812852,Profit
Bad Boys II (2003),Comedy,7/18/2003,2003,147,6.6,254705,5.912798325,130000000,138540870,273271982,281812852,Profit
Bad Boys II (2003),Crime,7/18/2003,2003,147,6.6,254705,5.912798325,130000000,138540870,273271982,281812852,Profit
Bad Santa (2003),Comedy,11/26/2003,2003,92,7.1,147996,6.087111945,18000000,60060328,77147031,119207359,Profit
Bad Santa (2003),Crime,11/26/2003,2003,92,7.1,147996,6.087111945,18000000,60060328,77147031,119207359,Profit
Bad Santa (2003),Drama,11/26/2003,2003,92,7.1,147996,6.087111945,18000000,60060328,77147031,119207359,Profit
Basic (2003),Action,3/28/2003,2003,98,6.4,63881,5.078360331,50000000,26599248,42598498,19197746,Profit
Basic (2003),Crime,3/28/2003,2003,98,6.4,63881,5.078360331,50000000,26599248,42598498,19197746,Profit
Basic (2003),Drama,3/28/2003,2003,98,6.4,63881,5.078360331,50000000,26599248,42598498,19197746,Profit
Beyond Borders (2003),Adventure,10/24/2003,2003,127,6.4,28589,4.699772334,60000000,4426297,11427090,-44146613,Loss
Beyond Borders (2003),Drama,10/24/2003,2003,127,6.4,28589,4.699772334,60000000,4426297,11427090,-44146613,Loss
Beyond Borders (2003),Romance,10/24/2003,2003,127,6.4,28589,4.699772334,60000000,4426297,11427090,-44146613,Loss
Big Fish (2003),Adventure,12/10/2003,2003,125,8,444458,7.522695192,70000000,66432867,123954323,120387190,Profit
Big Fish (2003),Drama,12/10/2003,2003,125,8,444458,7.522695192,70000000,66432867,123954323,120387190,Profit
Big Fish (2003),Fantasy,12/10/2003,2003,125,8,444458,7.522695192,70000000,66432867,123954323,120387190,Profit
Bringing Down the House (2003),Comedy,3/7/2003,2003,105,5.6,37952,4.212547675,20000000,132675402,164675402,277350804,Profit
Brother Bear (2003),Adventure,10/24/2003,2003,85,6.8,113780,5.692798876,46000000,85336277,250397798,289734075,Profit
Brother Bear (2003),Animation,10/24/2003,2003,85,6.8,113780,5.692798876,46000000,85336277,250397798,289734075,Profit
Brother Bear (2003),Comedy,10/24/2003,2003,85,6.8,113780,5.692798876,46000000,85336277,250397798,289734075,Profit
Bruce Almighty (2003),Comedy,5/23/2003,2003,101,6.8,409732,6.333815171,81000000,242704995,484468608,646173603,Profit
Bruce Almighty (2003),Fantasy,5/23/2003,2003,101,6.8,409732,6.333815171,81000000,242704995,484468608,646173603,Profit
Bulletproof Monk (2003),Action,4/16/2003,2003,104,5.4,50991,4.174726396,52000000,23010607,26922492,-2066901,Loss
Bulletproof Monk (2003),Comedy,4/16/2003,2003,104,5.4,50991,4.174726396,52000000,23010607,26922492,-2066901,Loss
Bulletproof Monk (2003),Fantasy,4/16/2003,2003,104,5.4,50991,4.174726396,52000000,23010607,26922492,-2066901,Loss
Calendar Girls (2003),Comedy,10/9/2003,2003,108,6.9,26970,5.047645703,10000000,31011616,93074616,114086232,Profit
Calendar Girls (2003),Drama,10/9/2003,2003,108,6.9,26970,5.047645703,10000000,31011616,93074616,114086232,Profit
Charlie's Angels: Full Throttle (2003),Action,6/27/2003,2003,106,4.9,129275,4.111358546,120000000,100814328,227163273,207977601,Profit
Charlie's Angels: Full Throttle (2003),Adventure,6/27/2003,2003,106,4.9,129275,4.111358546,120000000,100814328,227163273,207977601,Profit
Charlie's Angels: Full Throttle (2003),Comedy,6/27/2003,2003,106,4.9,129275,4.111358546,120000000,100814328,227163273,207977601,Profit
Chasing Papi (2003),Comedy,4/16/2003,2003,80,4.7,4285,2.760078319,9000000,6126237,12657377,9783614,Profit
Chasing Papi (2003),Romance,4/16/2003,2003,80,4.7,4285,2.760078319,9000000,6126237,12657377,9783614,Profit
Cheaper by the Dozen (2003),Comedy,12/25/2003,2003,98,5.9,103989,4.882831857,40000000,138614544,190212113,288826657,Profit
Cheaper by the Dozen (2003),Family,12/25/2003,2003,98,5.9,103989,4.882831857,40000000,138614544,190212113,288826657,Profit
Cold Mountain (2003),Adventure,12/25/2003,2003,154,7.2,150694,6.18427298,80000000,95632614,165173909,180806523,Profit
Cold Mountain (2003),Drama,12/25/2003,2003,154,7.2,150694,6.18427298,80000000,95632614,165173909,180806523,Profit
Cold Mountain (2003),Romance,12/25/2003,2003,154,7.2,150694,6.18427298,80000000,95632614,165173909,180806523,Profit
Confidence (2003),Crime,4/25/2003,2003,97,6.6,34689,4.944674363,15000000,12212417,12970401,10182818,Profit
Confidence (2003),Thriller,4/25/2003,2003,97,6.6,34689,4.944674363,15000000,12212417,12970401,10182818,Profit
Cradle 2 the Grave (2003),Action,2/28/2003,2003,101,5.8,45491,4.445025179,25000000,34657731,56434942,66092673,Profit
Cradle 2 the Grave (2003),Crime,2/28/2003,2003,101,5.8,45491,4.445025179,25000000,34657731,56434942,66092673,Profit
Cradle 2 the Grave (2003),Drama,2/28/2003,2003,101,5.8,45491,4.445025179,25000000,34657731,56434942,66092673,Profit
Daddy Day Care (2003),Comedy,5/9/2003,2003,92,5.6,70349,4.466824657,60000000,104148781,164285587,208434368,Profit
Daddy Day Care (2003),Family,5/9/2003,2003,92,5.6,70349,4.466824657,60000000,104148781,164285587,208434368,Profit
Daredevil (2003),Action,2/14/2003,2003,103,5.3,222266,4.66906687,80000000,102543518,182782518,205326036,Profit
Daredevil (2003),Crime,2/14/2003,2003,103,5.3,222266,4.66906687,80000000,102543518,182782518,205326036,Profit
Darkness Falls (2003),Fantasy,1/24/2003,2003,86,4.9,32285,3.611197827,7000000,32539681,47289758,72829439,Profit
Darkness Falls (2003),Horror,1/24/2003,2003,86,4.9,32285,3.611197827,7000000,32539681,47289758,72829439,Profit
Darkness Falls (2003),Mystery,1/24/2003,2003,86,4.9,32285,3.611197827,7000000,32539681,47289758,72829439,Profit
Dickie Roberts: Former Child Star (2003),Comedy,9/5/2003,2003,98,5.5,14963,3.758332754,17000000,22734486,23734486,29468972,Profit
Dreamcatcher (2003),Drama,3/21/2003,2003,136,5.5,93786,4.501065495,68000000,33685268,75685268,41370536,Profit
Dreamcatcher (2003),Horror,3/21/2003,2003,136,5.5,93786,4.501065495,68000000,33685268,75685268,41370536,Profit
Dreamcatcher (2003),Sci-Fi,3/21/2003,2003,136,5.5,93786,4.501065495,68000000,33685268,75685268,41370536,Profit
Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,6/13/2003,2003,85,3.4,40510,2.52214511,30000000,26214846,28986358,25201204,Profit
Duplex (2003),Comedy,9/26/2003,2003,89,5.9,58798,4.635321847,40000000,9652000,10070651,-20277349,Loss
Elephant (2003),Crime,10/24/2003,2003,81,7.1,92998,5.844408923,3000000,1266955,10051516,8318471,Profit
Elephant (2003),Drama,10/24/2003,2003,81,7.1,92998,5.844408923,3000000,1266955,10051516,8318471,Profit
Elephant (2003),Thriller,10/24/2003,2003,81,7.1,92998,5.844408923,3000000,1266955,10051516,8318471,Profit
Elf (2003),Adventure,11/7/2003,2003,97,7.1,284451,6.42842446,32000000,178100000,224912848,371012848,Profit
Elf (2003),Comedy,11/7/2003,2003,97,7.1,284451,6.42842446,32000000,178100000,224912848,371012848,Profit
Elf (2003),Family,11/7/2003,2003,97,7.1,284451,6.42842446,32000000,178100000,224912848,371012848,Profit
Final Destination 2 (2003),Horror,1/31/2003,2003,90,6.2,170690,5.363873821,26000000,46896664,90396664,111293328,Profit
Final Destination 2 (2003),Thriller,1/31/2003,2003,90,6.2,170690,5.363873821,26000000,46896664,90396664,111293328,Profit
Finding Nemo (2003),Adventure,5/30/2003,2003,100,8.2,1050849,8.233210407,94000000,380529370,936094852,1222624222,Profit
Finding Nemo (2003),Animation,5/30/2003,2003,100,8.2,1050849,8.233210407,94000000,380529370,936094852,1222624222,Profit
Finding Nemo (2003),Comedy,5/30/2003,2003,100,8.2,1050849,8.233210407,94000000,380529370,936094852,1222624222,Profit
Foolproof (2003),Action,10/3/2003,2003,94,6.4,10657,4.235104945,5800000,230312,421021,-5148667,Loss
Foolproof (2003),Comedy,10/3/2003,2003,94,6.4,10657,4.235104945,5800000,230312,421021,-5148667,Loss
Foolproof (2003),Crime,10/3/2003,2003,94,6.4,10657,4.235104945,5800000,230312,421021,-5148667,Loss
Freaky Friday (2003),Comedy,8/6/2003,2003,97,6.3,141981,5.367153718,26000000,110222438,160822438,245044876,Profit
Freaky Friday (2003),Family,8/6/2003,2003,97,6.3,141981,5.367153718,26000000,110222438,160822438,245044876,Profit
Freaky Friday (2003),Fantasy,8/6/2003,2003,97,6.3,141981,5.367153718,26000000,110222438,160822438,245044876,Profit
Freddy vs. Jason (2003),Action,8/15/2003,2003,97,5.7,121560,4.778317852,25000000,82622655,114576403,172199058,Profit
Freddy vs. Jason (2003),Horror,8/15/2003,2003,97,5.7,121560,4.778317852,25000000,82622655,114576403,172199058,Profit
From Justin to Kelly (2003),Comedy,6/20/2003,2003,81,1.9,26561,1.292267059,12000000,4922166,4922166,-2155668,Loss
From Justin to Kelly (2003),Musical,6/20/2003,2003,81,1.9,26561,1.292267059,12000000,4922166,4922166,-2155668,Loss
From Justin to Kelly (2003),Romance,6/20/2003,2003,81,1.9,26561,1.292267059,12000000,4922166,4922166,-2155668,Loss
Gigli (2003),Comedy,8/1/2003,2003,121,2.6,49393,1.935606812,54000000,6087542,7126002,-40786456,Loss
Gigli (2003),Crime,8/1/2003,2003,121,2.6,49393,1.935606812,54000000,6087542,7126002,-40786456,Loss
Gigli (2003),Romance,8/1/2003,2003,121,2.6,49393,1.935606812,54000000,6087542,7126002,-40786456,Loss
Girl with a Pearl Earring (2003),Biography,12/12/2003,2003,100,6.9,79302,5.595185225,12000000,11634362,43153588,42787950,Profit
Girl with a Pearl Earring (2003),Drama,12/12/2003,2003,100,6.9,79302,5.595185225,12000000,11634362,43153588,42787950,Profit
Girl with a Pearl Earring (2003),Romance,12/12/2003,2003,100,6.9,79302,5.595185225,12000000,11634362,43153588,42787950,Profit
Gods and Generals (2003),Biography,2/21/2003,2003,219,6.2,16611,4.301106533,55000000,12882934,12923936,-29193130,Loss
Gods and Generals (2003),Drama,2/21/2003,2003,219,6.2,16611,4.301106533,55000000,12882934,12923936,-29193130,Loss
Gods and Generals (2003),History,2/21/2003,2003,219,6.2,16611,4.301106533,55000000,12882934,12923936,-29193130,Loss
Gothika (2003),Horror,11/21/2003,2003,98,5.8,114702,4.839680026,40000000,59588068,141484812,161072880,Profit
Gothika (2003),Mystery,11/21/2003,2003,98,5.8,114702,4.839680026,40000000,59588068,141484812,161072880,Profit
Gothika (2003),Thriller,11/21/2003,2003,98,5.8,114702,4.839680026,40000000,59588068,141484812,161072880,Profit
Head of State (2003),Comedy,3/28/2003,2003,95,5.5,20625,3.88819861,35200000,37788228,38283765,40871993,Profit
Holes (2003),Adventure,4/18/2003,2003,117,7,91786,5.753480346,20000000,67383924,71232214,118616138,Profit
Holes (2003),Comedy,4/18/2003,2003,117,7,91786,5.753480346,20000000,67383924,71232214,118616138,Profit
Holes (2003),Drama,4/18/2003,2003,117,7,91786,5.753480346,20000000,67383924,71232214,118616138,Profit
Hollywood Homicide (2003),Action,6/13/2003,2003,116,5.3,37994,3.980244519,75000000,30207785,50409753,5617538,Profit
Hollywood Homicide (2003),Comedy,6/13/2003,2003,116,5.3,37994,3.980244519,75000000,30207785,50409753,5617538,Profit
Hollywood Homicide (2003),Crime,6/13/2003,2003,116,5.3,37994,3.980244519,75000000,30207785,50409753,5617538,Profit
Honey (2003),Drama,12/5/2003,2003,94,5.3,46234,4.056786325,18000000,30272254,62646763,74919017,Profit
Honey (2003),Music,12/5/2003,2003,94,5.3,46234,4.056786325,18000000,30272254,62646763,74919017,Profit
Honey (2003),Romance,12/5/2003,2003,94,5.3,46234,4.056786325,18000000,30272254,62646763,74919017,Profit
House of Sand and Fog (2003),Crime,12/19/2003,2003,126,7.5,69746,6.022331824,16500000,13005485,16154786,12660271,Profit
House of Sand and Fog (2003),Drama,12/19/2003,2003,126,7.5,69746,6.022331824,16500000,13005485,16154786,12660271,Profit
House of the Dead (2003),Action,10/10/2003,2003,90,2.1,37632,1.496004043,7000000,10199354,13860078,17059432,Profit
House of the Dead (2003),Adventure,10/10/2003,2003,90,2.1,37632,1.496004043,7000000,10199354,13860078,17059432,Profit
House of the Dead (2003),Horror,10/10/2003,2003,90,2.1,37632,1.496004043,7000000,10199354,13860078,17059432,Profit
How to Deal (2003),Comedy,7/18/2003,2003,101,5.6,9785,3.654065527,16000000,14108518,14125516,12234034,Profit
How to Deal (2003),Drama,7/18/2003,2003,101,5.6,9785,3.654065527,16000000,14108518,14125516,12234034,Profit
How to Deal (2003),Romance,7/18/2003,2003,101,5.6,9785,3.654065527,16000000,14108518,14125516,12234034,Profit
How to Lose a Guy in 10 Days (2003),Comedy,2/7/2003,2003,116,6.4,245510,5.712314308,50000000,105807520,178503788,234311308,Profit
How to Lose a Guy in 10 Days (2003),Romance,2/7/2003,2003,116,6.4,245510,5.712314308,50000000,105807520,178503788,234311308,Profit
Hulk (2003),Action,6/20/2003,2003,138,5.6,270638,5.021945527,137000000,132177234,245031679,240208913,Profit
Hulk (2003),Sci-Fi,6/20/2003,2003,138,5.6,270638,5.021945527,137000000,132177234,245031679,240208913,Profit
Identity (2003),Mystery,4/25/2003,2003,90,7.3,252710,6.549671717,28000000,52131264,82119036,106250300,Profit
Identity (2003),Thriller,4/25/2003,2003,90,7.3,252710,6.549671717,28000000,52131264,82119036,106250300,Profit
In the Cut (2003),Mystery,10/22/2003,2003,119,5.4,24915,3.890184476,12000000,4717455,23693646,16411101,Profit
In the Cut (2003),Thriller,10/22/2003,2003,119,5.4,24915,3.890184476,12000000,4717455,23693646,16411101,Profit
Intolerable Cruelty (2003),Comedy,10/10/2003,2003,100,6.3,98815,5.199152625,60000000,35327628,121327628,96655256,Profit
Intolerable Cruelty (2003),Crime,10/10/2003,2003,100,6.3,98815,5.199152625,60000000,35327628,121327628,96655256,Profit
Intolerable Cruelty (2003),Romance,10/10/2003,2003,100,6.3,98815,5.199152625,60000000,35327628,121327628,96655256,Profit
Jeepers Creepers 2 (2003),Horror,8/29/2003,2003,106,5.6,66739,4.445119794,25000000,35623801,119923801,130547602,Profit
Johnny English (2003),Action,4/11/2003,2003,89,6.2,163947,5.345487683,45000000,28013509,161735791,144749300,Profit
Johnny English (2003),Adventure,4/11/2003,2003,89,6.2,163947,5.345487683,45000000,28013509,161735791,144749300,Profit
Johnny English (2003),Comedy,4/11/2003,2003,89,6.2,163947,5.345487683,45000000,28013509,161735791,144749300,Profit
Just Married (2003),Comedy,1/10/2003,2003,95,5.4,71994,4.311770436,19000000,56127162,101564935,138692097,Profit
Just Married (2003),Romance,1/10/2003,2003,95,5.4,71994,4.311770436,19000000,56127162,101564935,138692097,Profit
Kangaroo Jack (2003),Action,1/17/2003,2003,89,4.5,32312,3.305921401,60000000,66723216,90558582,97281798,Profit
Kangaroo Jack (2003),Adventure,1/17/2003,2003,89,4.5,32312,3.305921401,60000000,66723216,90558582,97281798,Profit
Kangaroo Jack (2003),Comedy,1/17/2003,2003,89,4.5,32312,3.305921401,60000000,66723216,90558582,97281798,Profit
"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,7/2/2003,2003,95,4.7,68766,3.719885164,25000000,90639088,125339088,190978176,Profit
Looney Tunes: Back in Action (2003),Adventure,11/14/2003,2003,93,5.8,38423,4.372967352,80000000,20950820,54540662,-4508518,Loss
Looney Tunes: Back in Action (2003),Animation,11/14/2003,2003,93,5.8,38423,4.372967352,80000000,20950820,54540662,-4508518,Loss
Looney Tunes: Back in Action (2003),Comedy,11/14/2003,2003,93,5.8,38423,4.372967352,80000000,20950820,54540662,-4508518,Loss
Lost in Translation (2003),Comedy,9/12/2003,2003,102,7.7,460221,7.255394755,4000000,44585453,117085297,157670750,Profit
Lost in Translation (2003),Drama,9/12/2003,2003,102,7.7,460221,7.255394755,4000000,44585453,117085297,157670750,Profit
Love Actually (2003),Comedy,11/7/2003,2003,135,7.6,499957,7.205764671,45000000,59472278,246546998,261019276,Profit
Love Actually (2003),Drama,11/7/2003,2003,135,7.6,499957,7.205764671,45000000,59472278,246546998,261019276,Profit
Love Actually (2003),Romance,11/7/2003,2003,135,7.6,499957,7.205764671,45000000,59472278,246546998,261019276,Profit
Luther (2003),Biography,9/26/2003,2003,123,6.6,15565,4.555519069,35000000,5781086,32717063,3498149,Profit
Luther (2003),Drama,9/26/2003,2003,123,6.6,15565,4.555519069,35000000,5781086,32717063,3498149,Profit
Luther (2003),History,9/26/2003,2003,123,6.6,15565,4.555519069,35000000,5781086,32717063,3498149,Profit
Mambo Italiano (2003),Comedy,6/6/2003,2003,88,6.7,6765,4.215780096,5500000,9282750,12399772,16182522,Profit
Mambo Italiano (2003),Drama,6/6/2003,2003,88,6.7,6765,4.215780096,5500000,9282750,12399772,16182522,Profit
Mambo Italiano (2003),Romance,6/6/2003,2003,88,6.7,6765,4.215780096,5500000,9282750,12399772,16182522,Profit
Marci X (2003),Comedy,8/22/2003,2003,84,2.9,5400,1.701886752,20000000,1646664,1646664,-16706672,Loss
Marci X (2003),Music,8/22/2003,2003,84,2.9,5400,1.701886752,20000000,1646664,1646664,-16706672,Loss
Masked and Anonymous (2003),Comedy,7/24/2003,2003,112,5.3,4853,3.177797332,7500000,533344,555335,-6411321,Loss
Masked and Anonymous (2003),Drama,7/24/2003,2003,112,5.3,4853,3.177797332,7500000,533344,555335,-6411321,Loss
Masked and Anonymous (2003),Music,7/24/2003,2003,112,5.3,4853,3.177797332,7500000,533344,555335,-6411321,Loss
Master and Commander: The Far Side of the World (2003),Action,11/14/2003,2003,138,7.4,224903,6.577730074,135000000,93926386,212912137,171838523,Profit
Master and Commander: The Far Side of the World (2003),Adventure,11/14/2003,2003,138,7.4,224903,6.577730074,135000000,93926386,212912137,171838523,Profit
Master and Commander: The Far Side of the World (2003),Drama,11/14/2003,2003,138,7.4,224903,6.577730074,135000000,93926386,212912137,171838523,Profit
Mona Lisa Smile (2003),Drama,12/19/2003,2003,117,6.5,84766,5.295049974,65000000,63803100,141205169,140008269,Profit
Monster (2003),Biography,12/24/2003,2003,109,7.3,154056,6.283847626,5000000,34469210,64200321,93669531,Profit
Monster (2003),Crime,12/24/2003,2003,109,7.3,154056,6.283847626,5000000,34469210,64200321,93669531,Profit
Monster (2003),Drama,12/24/2003,2003,109,7.3,154056,6.283847626,5000000,34469210,64200321,93669531,Profit
My Boss's Daughter (2003),Comedy,8/22/2003,2003,86,4.7,29898,3.431859709,14000000,15549702,15565357,17115059,Profit
My Boss's Daughter (2003),Romance,8/22/2003,2003,86,4.7,29898,3.431859709,14000000,15549702,15565357,17115059,Profit
My Life Without Me (2003),Drama,9/26/2003,2003,106,7.4,25282,5.387780437,2500000,432360,12267275,10199635,Profit
My Life Without Me (2003),Romance,9/26/2003,2003,106,7.4,25282,5.387780437,2500000,432360,12267275,10199635,Profit
Mystic River (2003),Crime,10/8/2003,2003,138,7.9,461340,7.448682237,30000000,90135191,156822020,216957211,Profit
Mystic River (2003),Drama,10/8/2003,2003,138,7.9,461340,7.448682237,30000000,90135191,156822020,216957211,Profit
Mystic River (2003),Mystery,10/8/2003,2003,138,7.9,461340,7.448682237,30000000,90135191,156822020,216957211,Profit
Northfork (2003),Drama,7/11/2003,2003,103,6.2,5496,3.796567044,1900000,1420578,1445140,965718,Profit
Northfork (2003),Fantasy,7/11/2003,2003,103,6.2,5496,3.796567044,1900000,1420578,1445140,965718,Profit
Old School (2003),Comedy,2/21/2003,2003,88,7,235075,6.237833586,24000000,75155000,86737464,137892464,Profit
Oldboy (2003),Action,11/21/2003,2003,120,8.4,585184,8.075423606,3000000,707391,6219559,3926950,Profit
Oldboy (2003),Drama,11/21/2003,2003,120,8.4,585184,8.075423606,3000000,707391,6219559,3926950,Profit
Oldboy (2003),Mystery,11/21/2003,2003,120,8.4,585184,8.075423606,3000000,707391,6219559,3926950,Profit
Once Upon a Time in Mexico (2003),Action,9/12/2003,2003,102,6.3,164231,5.43463375,29000000,56330657,97413527,124744184,Profit
Once Upon a Time in Mexico (2003),Crime,9/12/2003,2003,102,6.3,164231,5.43463375,29000000,56330657,97413527,124744184,Profit
Once Upon a Time in Mexico (2003),Thriller,9/12/2003,2003,102,6.3,164231,5.43463375,29000000,56330657,97413527,124744184,Profit
Open Range (2003),Action,8/15/2003,2003,139,7.4,74546,5.976513313,26000000,58331254,68613992,100945246,Profit
Open Range (2003),Drama,8/15/2003,2003,139,7.4,74546,5.976513313,26000000,58331254,68613992,100945246,Profit
Open Range (2003),Romance,8/15/2003,2003,139,7.4,74546,5.976513313,26000000,58331254,68613992,100945246,Profit
Out of Time (2003),Crime,10/3/2003,2003,105,6.5,62122,5.146416276,50000000,41083108,55489826,46572934,Profit
Out of Time (2003),Drama,10/3/2003,2003,105,6.5,62122,5.146416276,50000000,41083108,55489826,46572934,Profit
Out of Time (2003),Mystery,10/3/2003,2003,105,6.5,62122,5.146416276,50000000,41083108,55489826,46572934,Profit
Owning Mahowny (2003),Crime,5/2/2003,2003,104,7,13661,4.772400343,10000000,1011054,1147871,-7841075,Loss
Owning Mahowny (2003),Drama,5/2/2003,2003,104,7,13661,4.772400343,10000000,1011054,1147871,-7841075,Loss
Owning Mahowny (2003),Thriller,5/2/2003,2003,104,7,13661,4.772400343,10000000,1011054,1147871,-7841075,Loss
Party Monster (2003),Biography,8/29/2003,2003,98,6.2,16553,4.29951097,5000000,742898,894030,-3363072,Loss
Party Monster (2003),Crime,8/29/2003,2003,98,6.2,16553,4.29951097,5000000,742898,894030,-3363072,Loss
Party Monster (2003),Drama,8/29/2003,2003,98,6.2,16553,4.29951097,5000000,742898,894030,-3363072,Loss
Paycheck (2003),Action,12/25/2003,2003,119,6.3,109947,5.248633261,60000000,53789313,98819789,92609102,Profit
Paycheck (2003),Mystery,12/25/2003,2003,119,6.3,109947,5.248633261,60000000,53789313,98819789,92609102,Profit
Paycheck (2003),Sci-Fi,12/25/2003,2003,119,6.3,109947,5.248633261,60000000,53789313,98819789,92609102,Profit
Peter Pan (2003),Adventure,12/18/2003,2003,113,6.8,74609,5.481664966,100000000,48417850,95255485,43673335,Profit
Peter Pan (2003),Family,12/18/2003,2003,113,6.8,74609,5.481664966,100000000,48417850,95255485,43673335,Profit
Peter Pan (2003),Fantasy,12/18/2003,2003,113,6.8,74609,5.481664966,100000000,48417850,95255485,43673335,Profit
Pieces of April (2003),Comedy,10/17/2003,2003,80,7,21454,5.00486545,300000,2528664,3571253,5799917,Profit
Pieces of April (2003),Drama,10/17/2003,2003,80,7,21454,5.00486545,300000,2528664,3571253,5799917,Profit
Radio (2003),Biography,10/24/2003,2003,109,6.9,41853,5.270734562,35000000,52333738,53293628,70627366,Profit
Radio (2003),Drama,10/24/2003,2003,109,6.9,41853,5.270734562,35000000,52333738,53293628,70627366,Profit
Radio (2003),Sport,10/24/2003,2003,109,6.9,41853,5.270734562,35000000,52333738,53293628,70627366,Profit
Rugrats Go Wild (2003),Adventure,6/13/2003,2003,81,5.5,8549,3.531816077,25000000,39402572,55443032,69845604,Profit
Rugrats Go Wild (2003),Animation,6/13/2003,2003,81,5.5,8549,3.531816077,25000000,39402572,55443032,69845604,Profit
Rugrats Go Wild (2003),Comedy,6/13/2003,2003,81,5.5,8549,3.531816077,25000000,39402572,55443032,69845604,Profit
S.W.A.T. (2003),Action,8/8/2003,2003,117,6,149423,5.127850215,70000000,116877597,207154748,254032345,Profit
S.W.A.T. (2003),Adventure,8/8/2003,2003,117,6,149423,5.127850215,70000000,116877597,207154748,254032345,Profit
S.W.A.T. (2003),Crime,8/8/2003,2003,117,6,149423,5.127850215,70000000,116877597,207154748,254032345,Profit
Scary Movie 3 (2003),Comedy,10/24/2003,2003,84,5.5,150013,4.691138299,45000000,110000082,155200000,220200082,Profit
School of Rock (2003),Comedy,10/3/2003,2003,109,7.2,311029,6.568141561,20000000,81261177,131944672,193205849,Profit
School of Rock (2003),Music,10/3/2003,2003,109,7.2,311029,6.568141561,20000000,81261177,131944672,193205849,Profit
Seabiscuit (2003),Drama,7/25/2003,2003,140,7.3,74250,5.891831246,86000000,120277854,148715342,182993196,Profit
Seabiscuit (2003),History,7/25/2003,2003,140,7.3,74250,5.891831246,86000000,120277854,148715342,182993196,Profit
Seabiscuit (2003),Sport,7/25/2003,2003,140,7.3,74250,5.891831246,86000000,120277854,148715342,182993196,Profit
Secondhand Lions (2003),Comedy,9/19/2003,2003,111,7.5,58626,5.926491916,30000000,42070939,47902566,59973505,Profit
Secondhand Lions (2003),Drama,9/19/2003,2003,111,7.5,58626,5.926491916,30000000,42070939,47902566,59973505,Profit
Secondhand Lions (2003),Family,9/19/2003,2003,111,7.5,58626,5.926491916,30000000,42070939,47902566,59973505,Profit
Shanghai Knights (2003),Action,2/7/2003,2003,114,6.2,108112,5.155551512,50000000,60470220,88316835,98787055,Profit
Shanghai Knights (2003),Adventure,2/7/2003,2003,114,6.2,108112,5.155551512,50000000,60470220,88316835,98787055,Profit
Shanghai Knights (2003),Comedy,2/7/2003,2003,114,6.2,108112,5.155551512,50000000,60470220,88316835,98787055,Profit
Shattered Glass (2003),Drama,10/31/2003,2003,94,7.2,36128,5.427706262,6000000,2207975,3456602,-335423,Loss
Shattered Glass (2003),History,10/31/2003,2003,94,7.2,36128,5.427706262,6000000,2207975,3456602,-335423,Loss
Sinbad: Legend of the Seven Seas (2003),Adventure,7/2/2003,2003,88,6.7,55835,5.256226072,60000000,26483452,80767884,47251336,Profit
Sinbad: Legend of the Seven Seas (2003),Animation,7/2/2003,2003,88,6.7,55835,5.256226072,60000000,26483452,80767884,47251336,Profit
Sinbad: Legend of the Seven Seas (2003),Comedy,7/2/2003,2003,88,6.7,55835,5.256226072,60000000,26483452,80767884,47251336,Profit
Something's Gotta Give (2003),Comedy,12/12/2003,2003,128,6.7,123707,5.648377676,80000000,124685242,266685242,311370484,Profit
Something's Gotta Give (2003),Drama,12/12/2003,2003,128,6.7,123707,5.648377676,80000000,124685242,266685242,311370484,Profit
Something's Gotta Give (2003),Romance,12/12/2003,2003,128,6.7,123707,5.648377676,80000000,124685242,266685242,311370484,Profit
Swimming Pool (2003),Crime,7/4/2003,2003,102,6.7,46692,5.168072212,7800000,10130108,24021282,26351390,Profit
Swimming Pool (2003),Drama,7/4/2003,2003,102,6.7,46692,5.168072212,7800000,10130108,24021282,26351390,Profit
